created_at,id_str,full_text,favorite_count,retweet_count,user_id_str,user_name,user_screen_name,user_location,user_description,user_friends_count,user_followers_count,hashtags,mentions
Wed Aug 05 14:29:04 +0000 2020,1291018386969735168,"RT @JoeBiden: The truth of the matter is, Donald Trump inherited a growing economy from President Obama and me. And just like everything el…",0,37930,2257103838,Heavy D,RaidersYourFace,,,68,34,,JoeBiden
Wed Aug 05 14:29:20 +0000 2020,1291018454045208582,"RT @TrumpWarRoom: BIDEN: ""No, I haven't taken a test. Why the hell would I take a test? C'mon man. That's like saying you, before you got i…",0,19206,807705636364488704,Nitch,cnitch2000,"Michigan, USA","Do not regret growing old, It is a privilege denied to many.",24,12,,TrumpWarRoom
Wed Aug 05 16:28:43 +0000 2020,1291048498083831811,"RT @realDonaldTrump: Sally Yates has zero credibility. She was a part of the greatest political crime of the Century, and ObamaBiden knew E…",0,32905,176211651,#urdiehardrightist,suezeecue56,United States,,215,145,,realDonaldTrump
Wed Aug 05 16:28:46 +0000 2020,1291048511165931521,"RT @stillgray: Sad series of tweets right here from Bernie Sanders about Donald Trump. Hello, cope department? https://t.co/v3emjNvDke",0,230,1665236546,Groyper Loyal 🇬🇧,NikosGroypeus,European,"Groyper, Dictator, Trump Warfare, Pronoun/Poop",770,633,,stillgray
Wed Aug 05 16:29:17 +0000 2020,1291048642464436224,RT @Frank_Schaeffer: Do not let Trump's conspiracy against the USPS to undermine vote by mail work! YOU DON'T NEED TO MAIL IN YOUR BALLOT!…,0,201,706286416351916032,Theodore Proffet,TeddPro1,"Michigan, USA",Facts have an empirical bias; 'Truth' is in the mind of the believer.,100,7,,Frank_Schaeffer
Wed Aug 05 16:29:17 +0000 2020,1291048644137963521,"RT @SenWarren: Yes, Trump failed &amp; COVID-19 has brought the US to its knees. Corrupt &amp; racist policies broke a system that never worked for…",0,1194,1935167622,Dawn Baker,dawn6924,Florida,#Countrybeforeparty!,755,454,,SenWarren
Wed Aug 05 16:29:37 +0000 2020,1291048724244967425,RT @MuellerSheWrote: Republican senators are having a hard time understanding why the DoJ would be hesitant to inform trump administration…,0,79,3699797425,Melissa,Mellymel1597,"San Antonio, TX",,822,244,,MuellerSheWrote
Wed Aug 05 16:29:45 +0000 2020,1291048759040839680,RT @HKrassenstein: BREAKING: Sally Yates has confirmed once again that the FBI was NEVER surveiling Michael Flynn.  Even Lindsey Graham had…,0,12201,1256987035727953930,"Richard, of the Ferreira clan",RNdOPF,,"Husband and father, trying to make the World a better place for them. 
People matter, money is a commodity.",565,77,,HKrassenstein
Wed Aug 05 16:29:49 +0000 2020,1291048777709649924,@Chad_Adams I can’t get over how weird it is...just so wrong for Biden and voters.,0,0,424213579,BhawkMom,bhawk_mom,,"Recovering Progressive, believe in the Bible and Constitution (in that order). Sports posts will also creep in here😉🏒#TeamForest",1721,1458,,Chad_Adams
Wed Aug 05 16:30:13 +0000 2020,1291048876657516544,RT @tonyposnanski: @realDonaldTrump @CNN Jim Acosta is a national treasure and you’re a fucking sack of shit.,0,1361,1593224094,FoggyBottomGal ™️,foggybottomgal,"Cherokee National Forest,TN/NC",*The Original FoggyBottomGal* 🕸 ‘siyo!☮Sassafrass ♐️MixedAncestry~AT/Blue Ridge{RidgeRunner}♻️Eclectic Crone Empath🕉~Bright Blessings\Fair Thee Well☯,9022,8205,,CNN|realDonaldTrump|tonyposnanski
Wed Aug 05 16:30:16 +0000 2020,1291048891387961355,RT @SallyQYates: Trump tries to wrap himself in faux love for our military but looks the other way when Russia puts a bounty on American se…,0,9602,14804672,DivaKnevil Ⓥ 🏴󠁧󠁢󠁳󠁣󠁴󠁿,DivaKnevil,Washington D.C,Vegan 🌱 Gin-Soaked Secular Humanist. An Ex-Pat Curmudgeon With A Penchant 4 Tourette's Text Who Is Quite Happy 2 Be An Equal Opportunity Loather,4922,2330,,SallyQYates
Wed Aug 05 16:30:20 +0000 2020,1291048906390896667,RT @thebradfordfile: Trump deserves at least one term without having to defeat a coup.,0,15982,3711146475,F.A.X. Howard,FAX_online,,Added Pic (per request). Bio? Well ... nothing but love in my heart for ALL living things. And many inanimate objects as well.,3643,1679,,thebradfordfile
Wed Aug 05 18:29:39 +0000 2020,1291078933497049089,RT @TPCLJ: @Paisano @AnnCoulter @POTUS @ThyConsigliori ..after my personal rocket launch yesterday..my capsule came floating down by parach…,0,15,1126286251764535297,🇺🇸TRUMP CHUMP REGINA🇺🇸I BACK THE BLUE👮‍♀️⭐️⭐️,Four_T_Five,Nunya,🇺🇸Luv Trump🇺🇸KAG🇺🇸God Bless Our Veterans 🇺🇸Marine/Air Force/Army Family🇺🇸Christian✝️Israel✝️NRA🇺🇸Pro-life🙏No Sharia❌No Izlum❌🐾🐾DOG MAMA🐾🐾,7803,7832,,AnnCoulter|POTUS|Paisano|TPCLJ|ThyConsigliori
Wed Aug 05 18:29:44 +0000 2020,1291078954351316998,"RT @CRRJA5: This is the America I want 

When @POTUS  RESPECTS those that wear the Blue uniform #BackTheBlue 

One of the many reasons why…",0,1837,1247881434741837825,Damon Bruce,DamonBruce6,Tulsa,"MAGA  And i know why Aunt P is not on Twitter ! #TRUMP2020!
Jesus gave his life for EVERYONE! No DM's unless you are Shelley Luther",4972,4331,BackTheBlue,POTUS
Wed Aug 05 18:30:00 +0000 2020,1291079020453548032,@realDonaldTrump Trump is ignorant! https://t.co/THqt0GDZRe,0,0,1282022234597597186,Professor,ProfessorHesh,"New York, USA",Professor of Electrical Engineering. 🇪🇬🇺🇸                    Proud Democrat. #Resist #BidenHarris #FBR,3509,3266,,realDonaldTrump
Wed Aug 05 18:30:24 +0000 2020,1291079121532059650,@Anto4799 @CraigSh8 @realDonaldTrump Go Joe!😎,4,0,2760075323,🇺🇸Lisa,LisaWNC1,"North Carolina, USA",Early Voting is happening now.🌊November 3rd is coming.Make sure your registered and know where your voting precinct is. #DemVoice1 #DemVoice1B https://t.co/TvuwUuvXW7,13420,12838,,CraigSh8|realDonaldTrump
Wed Aug 05 18:30:30 +0000 2020,1291079149503705088,@GavinNewsom @GOP @NRA Two lives were stolen in Tulare County because you set free a murderer who killed two women!! You are a poison to Californians.,0,0,1954791547,🇺🇸CARYN🇺🇸,borumcaryn,Commiefornia ,America First. . #TRUMP2020 #MAGA #KAG.,491,219,,GOP|GavinNewsom|NRA
Wed Aug 05 18:30:35 +0000 2020,1291079170299060224,"RT @JoeBiden: Eight years ago, a white supremacist targeted a Sikh temple in Oak Creek, WI — ultimately taking seven lives in an unspeakabl…",0,11340,1206829890,Jimo,JimojJim,,,406,118,,JoeBiden
Wed Aug 05 18:30:52 +0000 2020,1291079237810696192,@TrumpWarRoom @realDonaldTrump @CNN This is punching back 10x harder? Sad. A failed attempt at clever sarcasm. I would expect nothing less from this account. Maybe stick to overusing hashtags and fist pumping imagery.,0,0,880239577134444544,Denton F. Buchanan,real_denton,Midwest,"If you don't see the grift, you are the mark.",272,132,,CNN|TrumpWarRoom|realDonaldTrump
Wed Aug 05 18:30:57 +0000 2020,1291079262120710144,RT @ProjectLincoln: @realDonaldTrump It's so wild that the President is actively undermining our election.,0,7238,16807304,Bonrat,Its_A_GOP_COUP,"Harrisburg, PA","It ain't what they call you
                    It's what you answer to.",6568,6618,,ProjectLincoln|realDonaldTrump
Wed Aug 05 18:31:02 +0000 2020,1291079279606927361,"RT @TitusNation: My lovely wife just said ""Everytime they ask @JoeBiden about taking a cognitive test he should just say ""Person, Woman, Ma…",0,18936,986632450938953729,🇨🇦Zamboni🇨🇦,HitchNNorth,Canada,,532,140,,JoeBiden|TitusNation
Wed Aug 05 18:31:06 +0000 2020,1291079299357978627,"RT @FinnaganMarina: Breaking: 
Biden holds off on VP pick so Stacey Abrams can one up Kamala’s new face w/ Gastric bypass",0,83,4580400615,"RESISTANCE IS FUTILE, BITCHES",dickman_robert,"Fanning Springs, Fl","Retired Fire/Paramedic Lieutenant, Clearwater Fire and Rescue",4990,3248,,FinnaganMarina
Wed Aug 05 18:31:12 +0000 2020,1291079325136166914,"@JoeBiden In 2009 my investments were down, but under Obama and Biden they grew tremendously. Trumps been in office 3 1/2 years and I’ve lost a shit load of money!  We’re not rich we’re retired living on a fixed income!  Tell me what the “sh*t”he’s done for me! Nada! Voting BLUE TOTALLY!",0,0,1257779197667414017,ProudNana,ProudNa60954382,,,7,1,,JoeBiden
Wed Aug 05 18:31:18 +0000 2020,1291079347688931335,@busraulger7 @realDonaldTrump @mansuryavas06 @drfahrettinkoca @ensemaben amariga cumhurbaşkanı başbakanı olrk anladm,0,0,1139299814515064832,bihter çikolatalı kek,solticos,boşluk,ne bu ya hayat mı _____________________🚶🏻‍♀️,149,103,,busraulger7|drfahrettinkoca|ensemaben|mansuryavas06|realDonaldTrump
Wed Aug 05 18:31:31 +0000 2020,1291079402957287434,"RT @TrumpWarRoom: BIDEN: ""No, I haven't taken a test. Why the hell would I take a test? C'mon man. That's like saying you, before you got i…",0,19206,572254714,R. Barrett-Cuetara,RCAFRAF,The Lone Star State,Patriot. Entrepreneur. Texan.,1699,1080,,TrumpWarRoom
Wed Aug 05 20:30:20 +0000 2020,1291109304880242691,"RT @_sagnikbasu: ""This is the greatest rigging of an American election that we are all playing a part in right now.""

@RealCandaceO talks a…",0,2925,2955023673,Posibility Mentality,ChikaGodsway,The Globe,"Entrepreneur, Investor ,Thinker, Idea-incubator . Human beings are the cause of all the problems on earth. I believe it's time we rethink our foundation .",3344,955,,RealCandaceO|_sagnikbasu
Wed Aug 05 20:30:47 +0000 2020,1291109417182728198,"RT @charliekirk11: Joe Biden has called:

Black journalists ""junkies""

His wife his sister

Voters in Iowa ""fat""

Voters in New Hampshire ""…",0,1984,2785303907,Jim Tubb,proudvetJim,"South Carolina, USA","Conservative by nature, associated with the Republican party because there's not a party that totally fits my views. Army veteran and oath has not expired!",191,17,,charliekirk11
Wed Aug 05 20:30:48 +0000 2020,1291109421448339456,"RT @Lights4Liberty: @JasonOverstreet @ProjectLincoln ""It might be time to do away with the idea that President Trump is a master media tact…",0,152,444204415,mlb Anks,Peech_Melba,,"first of my name, mother of twins",1121,47,,JasonOverstreet|Lights4Liberty|ProjectLincoln
Wed Aug 05 20:30:49 +0000 2020,1291109425474871298,RT @BillKristol: There’ve been presidential debates since 1976. Candidates have released tax returns since 1976. Trump got away with not do…,0,11403,17849808,DougDooganuchi,DougDooganuchi,United States,"Father, husband, brother, son, grandfather. USAF Ret. RTs for effect! No DM. Lists? Maybe. Lifelong Democrat. #TeamBiden",3050,2182,,BillKristol
Wed Aug 05 20:30:52 +0000 2020,1291109436883443713,RT @charliekirk11: Does anyone really believe Joe Biden has the mentally fitness to be President of the United States if he can't even pron…,0,4140,1146769298,Jim Burnett,burnett1986,,"Christian, love my PLW, my four great kids and grandchildren. 
#MAGA, #KAG AMERICA FIRST 
#I SUPPORT PRESIDENT TRUMP",4996,3176,,charliekirk11
Wed Aug 05 20:31:02 +0000 2020,1291109482135785473,"RT @Politics_Polls: National GE:
Biden 56% (+12)
Trump 44%

@Reuters/@Ipsos, RV, 8/3-4",0,405,317745935,AAmom #iVoted,AVD911,Metro Detroit,lil ole black lady born on 9-11. ΔΣΘ UnivofMich Grad #GOBLUE I love Politics & Polls and tweet about being black in the Age of Obama,4096,5210,,Ipsos|Politics_Polls|Reuters
Wed Aug 05 20:31:56 +0000 2020,1291109705843126273,"RT @TeaPainUSA: Though Trump's team is demandin' more debates, Tea wouldn't be surprised if Trump bails on the three already scheduled. 

h…",0,173,32043610,Claire Redfield,toschie,"NY, NY","misanthropic, bibliophile, environmentalist, for nonhuman animal rights and nerd",5001,2043,,TeaPainUSA
Wed Aug 05 22:31:46 +0000 2020,1291139863819902976,RT @bennyjohnson: President Trump is asked about @KanyeWest’s effort to get on the ballot in states around the country. https://t.co/8O7oBI…,0,90,444953078,Abajo el comunismo,HaroIris,,,484,331,,bennyjohnson|kanyewest
Wed Aug 05 22:31:46 +0000 2020,1291139864990277632,"RT @stevenwaldman: In the olden days, critics said press was biased. Now it's 'made up.' Among bracing findings of @knightfdn media trust s…",0,1,167592087,Mukhtar M. Ibrahim,mukhtaryare,"Saint Paul, Minnesota","I run @SahanJournal, a nonprofit newsroom dedicated to telling untold stories of Minnesota's new Americans • WhatsApp/Signal: +1 651-983-1550.",5623,55843,,knightfdn|stevenwaldman
Wed Aug 05 22:31:49 +0000 2020,1291139875907936256,@TVietor08 Couldn’t care less about some rich old man and his fancy car boner but 🤷🏼‍♂️ will probably attract republicans that don’t like trump,0,0,1913993563,Ol Derpy,YABOIPIPPIN,The Good Life,"I don't know half of you half as well as I should like, and I like less than half of you half as well as you deserve. ¡Hala Madrid! 光復香港 時代革命.",480,26,,TVietor08
Wed Aug 05 22:31:52 +0000 2020,1291139888969121796,RT @charliekirk11: If Joe Biden can't fly to Wisconsin to accept the Democrat nomination why should he be elected President?,0,9283,2946866490,J'aime Gonzalez,7_aime,,Rode for the SON while a biker for CHRIST years ago.,73,55,,charliekirk11
Wed Aug 05 22:32:02 +0000 2020,1291139931432267780,"RT @DineshDSouza: Asked by a black anchor whether he has taken a competency test, Biden erupts and asks the guy whether he has taken a drug…",0,5014,1256033435258322945,debandthebean,debandthebean,,Here for Trump 2020 Win! Save the Children! Expose the Evil!,1301,753,,DineshDSouza
Wed Aug 05 22:32:06 +0000 2020,1291139946758250497,RT @KimMangone: Sally Yates is more presidential in her sleep than Trump has ever been in his entire life.,0,1905,405684796,QuibbleMoth,QuibbleMoth,"Fairfield, Iowa","“For evil to succeed, all it needs is for good men to do nothing.” - MLK  ""Be the change you want to see in the world.""  ""Perfect Love casts out fear.""",348,490,,KimMangone
Wed Aug 05 22:32:28 +0000 2020,1291140038697324545,RT @TomFitton: BIG Scandal: NIH/FDA suppression of #Hydroxycholoroquine -- how many have died (and will die) unnecessarily because of the a…,0,585,851909537087053829,Sumsky,Sumsky2,,,950,538,Hydroxycholoroquine,TomFitton
Wed Aug 05 22:32:28 +0000 2020,1291140042065424385,"RT @timruss2: While millions of people are about to get evicted, getting sick &amp; dying, the Senate is currently wasting &amp; money chasing Trum…",0,27,3246361033,Colin Hinkle,colin_hinkle99,"Indiana, USA",FC Bayern München. Trine University ‘22,1136,258,,timruss2
Wed Aug 05 22:32:36 +0000 2020,1291140075057754113,RT @GOP: “Our goal is to protect the most vulnerable.” -@realDonaldTrump,0,1989,565112744,VOTE STRAIGHT RED TICKET,clark7950,,I support Trump! He is what our Country needs. I want a wall. I want immigration reform. I want jobs. he will be true to his word and keep these 3 promises.,6778,10392,,GOP|realDonaldTrump
Wed Aug 05 22:32:37 +0000 2020,1291140076727087105,"RT @smalltownandrew: Graham better start supporting President Trump or Graham will lose in November. 

His poll numbers have crashed he is…",0,5,594955315,PatriotPride66,smoore1966,USA,Christian wife mother!! Freedom is everything,6456,6364,,smalltownandrew
Wed Aug 05 22:32:42 +0000 2020,1291140100513046529,RT @MARCANDERSONNWO: I do want Trump out of office but I wish there was a better candidate that was running against him.,0,20,1247424607193387008,Lily Twinkle,LilyTwinkle3,,Former scientist.  PhD.  Progressive Indie. #BernieForever #BlackLivesMatter  #NinaSpeaksForMe #BernieStayHome,1166,1357,,MARCANDERSONNWO
Wed Aug 05 22:33:16 +0000 2020,1291140243471478784,RT @glennkirschner2: Today’s video dropping soon: Let’s use Trump’s own words to show why his new lawsuit trying to stop Nevadans from voti…,0,1917,453526137,Julie Jeffries,jjstageface,,,163,129,,glennkirschner2
Wed Aug 05 22:33:19 +0000 2020,1291140255966531584,RT @PPact: Who is your top pick for Biden's VP?,0,252,1286025701934718987,Orjanel Lewis,OrjanelLewis,,#AKA💕💚 #Attorney #Mom #wife #HBCUFan #TXAtty #ALAtty,283,108,,PPact
Wed Aug 05 22:33:28 +0000 2020,1291140290460307456,"@Julius_Kim It’s not just Trump. Stop asking the question this way. The entire @GOP is in on it. 

They’re going to try. The only question is whether or not their efforts will be sufficient to control or sway the outcome.",0,0,186573983,Jason Guilford,jguil4d,"fairbanks, ak",tired of seeking compromise with people who think reality isn’t real and who think they have a moral obligation to discriminate against others. he/him.,118,68,,GOP|Julius_Kim
Wed Aug 05 22:33:36 +0000 2020,1291140327571697668,"RT @kurteichenwald: Trump, GOP, &amp; some reporters are ranting about Biden ""abandoning Wisconsin"" to give a virtual acceptance of his nominat…",0,158,1266737798037585920,ijustfuckinghate45,mjMJohnsonewby,"Minnesota, USA","I will not write its name, it will be referred to as 45 only.
Ornery cuss for over 55yrs. loving husband, father of 4 and papa to 6 grandkids",598,511,,kurteichenwald
Thu Aug 06 00:33:19 +0000 2020,1291170454871449601,RT @realDonaldTrump: DRAIN THE SWAMP! https://t.co/68M4sN7LLD,0,118140,53189822,Kent Burton,kentrburton,Kentucky,social media consumer.,576,212,,realDonaldTrump
Thu Aug 06 00:33:26 +0000 2020,1291170482532896769,RT @realDonaldTrump: “Cities across the Nation that are run by Democrats are in shambles.” Matt Walsh  @TuckerCarlson,0,28952,763827086826110976,We The People,TrumpSheri,"Washington, DC","A movement of common sense Americans working to #MAGA! Delivering latest updates, #BreakingNews and insights. 🚂💨💨🇺🇸🇺🇸",3272,3057,,TuckerCarlson|realDonaldTrump
Thu Aug 06 00:33:29 +0000 2020,1291170495530967040,RT @dad_darius: ⁦@JoeBiden⁩ won't travel to Milwaukee to accept nomination. He understands the dangers of this virus ⁦@realDonaldTrump⁩ on…,0,307,1096797880583667713,Empress HayaH of Hania 🔄🙏,HanianEmpress,Hania,Founder & Empress #Hanian Empire🔄#BidenHarris2020🆘#FBR https://t.co/p4xH5xOobV🌊Ask me about our new #Resist network🌍Influencer🌏#SciFi #Writing,31282,29594,,JoeBiden|dad_darius|realDonaldTrump
Thu Aug 06 00:33:30 +0000 2020,1291170497439371264,@davidfrum Democrats funded Johnson to help draw votes from Trump. Seems fair.,0,0,1131299988883947520,Jim Tunney,JimTunney7,,I wish more people watched SchoolHouse Rock as kids. My most popular tweet concerned cast-iron skillets.,148,80,,davidfrum
Thu Aug 06 00:33:50 +0000 2020,1291170583909203969,"RT @grandmagrit: As a 68 year old recovering Republican turned Trump resistor, I'm working my butt off for @JoeBiden, because I want to mak…",0,12394,2576920068,Tammi Franklin 🧢,TC_Franklin,"Georgia, USA","THE HAT STAYS ON
#YangGangForever
#StillVotingYang
#BoomerForYang",846,435,,JoeBiden|grandmagrit
Thu Aug 06 00:33:52 +0000 2020,1291170589592485888,RT @bobcesca_go: Destroying the Postal Service: Is that Trump's best shot at stealing the election? https://t.co/vnnjAYcqLX,0,56,243012723,Atticus’ Dad,atticusdad,,,91,227,,bobcesca_go
Thu Aug 06 02:34:13 +0000 2020,1291200879027032064,"RT @catturd2: Michelle Obama says she is ""dealing with some form of low-grade depression"" due to the Trump Administration. 

Anyone got a v…",0,7352,847610606530174978,Credit Builders,ECreditBuilders,,,242,158,,catturd2
Thu Aug 06 02:34:14 +0000 2020,1291200884991561728,"RT @admiralmpj: The reason why I'm not losing my mind over Biden's VP pick is that I think know who the pick is gonna be, and I'm going to…",0,96,488644836,wanda phillips🌹💚,mzwingzs,virginia beach va,,461,148,,admiralmpj
Thu Aug 06 02:34:17 +0000 2020,1291200894692777985,"RT @Rachel__Nichols: After Donald Trump calls NBA players kneeling during the anthem ""disgraceful,' and says it makes him turn off  games,…",0,6077,420810611,Mike Dunn,bymichaeldunn,"Calgary, Alberta","a dude on the basketball court asked me, “hey, you the ZigZag guy?”",1375,2232,,Rachel__Nichols
Thu Aug 06 02:34:57 +0000 2020,1291201063375310851,"RT @gregolear: Re-upping my piece on Deutsche Bank and the Money Launderer-in-Chief:
https://t.co/wxEv98ll9w",0,3369,2217063241,D-Mac Ottawa,DMacOttawa,,"Sports, Travel, Music, History, Photography, Science, Surprises",960,2348,,gregolear
Thu Aug 06 02:35:22 +0000 2020,1291201169294012417,RT @SuzeQKnits: Trump is about to teach you all a very valuable lesson because evidently you haven't learned yet (that he's a idiot) and un…,0,4029,226792642,That's Mr. Bongos! 🇺🇸,mrbongostx,"Texas, USA","Musician, entrepeneur, married to an incredible lady, dad to two amazing daughters. #CowboysNation #Resist #IDontEngageMagats",1731,1646,,SuzeQKnits
Thu Aug 06 04:33:29 +0000 2020,1291230894431318018,"RT @Mike_Pence: Where four previous Presidents made promises to the American people about our most cherished ally, it was President @realDo…",0,8107,1071689779304120320,Toen Was Geluk🇳🇱🇺🇸🇮🇱🚜,Bob74794984,"Den Haag, Nederland","#MAGA #KAG. President Trump 1 of a kind. My name is Robert. I'm on the Trump train, I live in The Netherlands, I'm Dutch.",2559,2182,,Mike_Pence
Thu Aug 06 04:33:52 +0000 2020,1291230988186648576,"@TMZ Clyburn has a mental disorder and should step down for the good of the American people. He’s been in Congress too long and has no idea what the American people are going thru.  @realDonaldTrump will when again and he and the left will again lose their minds,pulling every trick...",9,0,28887164,The Real Mama Savage,TheMamaSavage,Tulsa,"MAGA 🇺🇸🇺🇸🇺🇸‼️💯💯 Trump Supporter. Trump 2020 ⭕️🙌🏽 SOONERS FAN Wife of 1. Mother of 2. Former U.S. Air Force Officer, More education than I need.",2255,2903,,TMZ|realDonaldTrump
Thu Aug 06 04:33:54 +0000 2020,1291230998789726209,RT @funder: Trump just lied again and acted like a vaccine will be ready before the election. Not one real medical expert in the world agre…,0,4296,136149291,Every nation deserves the government it gets,michaelsami,"British Columbia, Canada","🇨🇦I #ChooseForward Canada 1st @ProjectLincoln 
Dr. Michael Sammi. Ph.D. in Organizational Psychology. 
Mentors: @EckhartTolle, @LearnMindPower, @DrJoeDispenza",304,113,,funder
Thu Aug 06 04:34:03 +0000 2020,1291231035741499394,"RT @Acosta: Twitter temporarily restricted Trump campaign's ability to tweet over false Covid-19 claims
https://t.co/YlW8bZn11W",0,3637,36112075,Mike Mulligan,mikemulligan13,South Lake Tahoe,Screenwriter. Proud democrat. Animal lover.  We all deserve a fair shot. Our world is large: life is short. Live!,4500,2397,,Acosta
Thu Aug 06 04:34:14 +0000 2020,1291231082487177217,"RT @XRPbrainstorm: The deepstate set-up
Big Tech Facebook &amp; Twitter Collude to lock down #Trump's accounts just in time for him to be false…",0,9,3285693535,Biden is Corrupt 🎃🎃🎃 (Notable Exception),RealRobertBoud,,"Conservative | Husband | Trump Supporter | #Trump2020 #MAGA #KAG
🇺🇸🇺🇸🇺🇸 PROUD BLACK AMERICAN 🇺🇸🇺🇸🇺🇸",312,1371,Trump,XRPbrainstorm
Thu Aug 06 04:34:19 +0000 2020,1291231103911514114,"RT @TheDamaniFelder: When Trump gets re-elected, can y'all radical leftists move to a different country? Like for real this time?

Sincerel…",0,18457,2988091532,Darlene Hall,hate2camp1,,,81,45,,TheDamaniFelder
Thu Aug 06 06:31:49 +0000 2020,1291260672999907328,@JoeBiden You have early-stage dementia.  Retire.,0,0,890310816142168064,Dave Barrowcliffe,DaveBarrowclif1,,,164,35,,JoeBiden
Thu Aug 06 06:32:53 +0000 2020,1291260942534107136,"RT @UnknownEnby: This is why persuasion doesn't work. We've been saying for ages: the primary motivator of Trump's base isn't ""economic anx…",0,52,823390127934214144,staryoshi06 🛡,staryoshi06,"Sydney, New South Wales",Stari | Avatar by @XENITHION | 19 | she/they | Genderfluid trans gorl | bi | Polyam | Autism/ADHD | replies may be NSFW | I start maps and don't finish them,731,511,,UnknownEnby
Thu Aug 06 06:32:56 +0000 2020,1291260952202162177,"RT @RyanAFournier: Facebook has just removed a post by President Trump for the first time ever.

We all knew this was coming.

We must figh…",0,14937,2601968130,Devan Black,Devantblack,United States,,1213,239,,RyanAFournier
Thu Aug 06 06:33:05 +0000 2020,1291260991603240963,RT @JoeBiden: There's been a lot of talk about my vetting process lately. Here’s an inside look: https://t.co/tFRKJOE3hi,0,25020,24839495,CANIS MAJOR ☆,olhowling_husky,United States,5th Gen Military Vet/Verify first-don't trust anyone on Twitter👀/truth_seeker/ stargazer/USA💙 I report hate. 🙏🗽🇺🇸🗳,3046,1180,,JoeBiden
Thu Aug 06 06:33:11 +0000 2020,1291261015930241026,"RT @eugenegu: @realDonaldTrump It’s kind of like how Trump keeps calling the media “FAKE NEWS!” and yet grants them exclusive interviews, c…",0,102,2901913968,Julie Decker,AdoptnAz,Arizona USA,"Maternal leader of the Nuthouse. Wife to Air Force Veteran. Family with many colors, abilites, religions and gender identifications #AZBlue #resist",1820,1060,,eugenegu|realDonaldTrump
Thu Aug 06 06:33:44 +0000 2020,1291261153658707969,"RT @RyanAFournier: Facebook has just removed a post by President Trump for the first time ever.

We all knew this was coming.

We must figh…",0,14937,1085203274532376579,Current events,My2centz_1,Everywhere ...,I follow media & post news so u get all the facts in 1 place. I support my country and R pres. Family is more important than anything #Conservative #America1st,56,229,,RyanAFournier
Thu Aug 06 06:34:30 +0000 2020,1291261347368505344,RT @KimMangone: Sally Yates is more presidential in her sleep than Trump has ever been in his entire life.,0,1905,59450828,Tim Webb 🇺🇸🕊🌱🌎RC✝️🎃🌊🌊,muskyfan,Athens,"Father of Five, Sociology@OHIOU, #Resist ,♥️ my English Bulldog. Appalachian Folklore is Lit! Truth Wins. 🚫MAGA #bluewave2020 #BLM. Be Nice, Be Safe.🦊",4981,4490,,KimMangone
Thu Aug 06 06:35:57 +0000 2020,1291261712255995906,"RT @astroehlein: Facebook removed a Trump campaign post for spreading a lie about the coronavirus. Twitter blocked it. 
https://t.co/ouX68L…",0,23,1100661687697342465,TheNewAvengers🌟,MightyMarvelUni,,"Stay safe, don't be a spreader, wash your hands, listen to scientists & scientific research. 👍",762,63,,astroehlein
Thu Aug 06 06:36:13 +0000 2020,1291261780367474689,"RT @SethAbramson: MAJOR BREAKING NEWS: New York Prosecutors Subpoena Deutsche Bank, Suggesting Much Larger Criminal Probe of Trump and His…",0,1215,1965182156,D. Ewing 🌊VoteEarlyVoteBlue,EwingDoris,Virginia (XTexan),"Daughter of WW II Soldier http://KIA. Democrat,Texas Native,DefeatGOP,#TheResistance #WeAreBetterThanThis #ClimateChange #JoeBidenIsTheOne",5708,5372,,SethAbramson
Thu Aug 06 06:36:43 +0000 2020,1291261907194781697,"@realDonaldTrump Your the swamp Mr president your pulling America into the swamp with you and your family
Making millions of dollars from the presidency
Making more money than any other president",0,0,357095427,James,caretaker08,"Dublin City, Ireland",it's not all about me,11,11,,realDonaldTrump
Thu Aug 06 08:29:05 +0000 2020,1291290183208284162,Donald Trump's goto song for pumping up : The Killers - The Man.,0,0,123809743,Abhishek Kumar,ferdyabhishek,,"Interested in current affairs, fluids, applied maths. Science fiction keeps me sane. Also, Doctor Who.",120,127,,
Thu Aug 06 08:29:11 +0000 2020,1291290207619362816,"RT @realDonaldTrump: A very big CONGRATULATIONS to the great @seanhannity on having the Number One Book on the Planet, “Live Free Or Die”.…",0,18618,950947126300856320,Zlsim,Zlsim1,,"Airlines instruction got it right. ""Put on your oxygen mask FIRST so you will  be able to help others"". AMERICA FIRST so we can help others, & survive the task.",1102,811,,realDonaldTrump|seanhannity
Thu Aug 06 08:29:13 +0000 2020,1291290216901173248,"RT @Mike_Pence: Where four previous Presidents made promises to the American people about our most cherished ally, it was President @realDo…",0,8107,1203302476302041089,林陳邦,qyZZINYmOCOwLKD,,,2,3,,Mike_Pence
Thu Aug 06 08:29:51 +0000 2020,1291290376335220736,RT @Arriadna: @kim @JoeBiden @KenMarino https://t.co/SbWRDYOvgA,0,27,820709145615728640,Mad Liberal Mom,madliberalmom,#VeteransAgainstTrump,I dissent! Vote Biden cuz DonTheCon is criminally insane. #IPaidMoreThan$750 #PutinCantWin #GOPHypocrites #Activist #BLM 🌊⚖️🇺🇸 🐾😷🥁✌🏽No BM’s,17603,16545,,Arriadna|JoeBiden|KenMarino|kim
